,Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,age,tenure
364,2,1,51479.0,1,1,67,247,8,160,6,8,65,7,6,3,6,7,0,0,0,0,0,0,3,11,54,9
65,2,1,25721.0,1,0,75,1,3,6,3,6,15,1,1,1,2,7,0,0,0,0,0,0,3,11,50,8
1054,3,1,27100.0,1,0,64,12,0,13,2,0,10,1,1,0,3,7,0,0,0,0,0,0,3,11,38,8
188,2,1,74068.0,0,0,14,783,30,537,140,76,15,1,4,10,9,2,0,0,0,0,0,0,3,11,45,8
1428,1,0,38741.0,1,1,60,7,10,17,8,6,13,2,2,0,3,7,0,0,0,0,0,0,3,11,63,7
347,2,0,84835.0,0,0,0,189,104,379,111,189,218,1,4,4,6,1,0,0,0,0,0,0,3,11,51,7
753,2,1,80952.0,0,0,20,778,178,689,41,27,44,1,8,5,11,8,0,1,1,1,0,0,3,11,52,8
703,3,0,90247.0,0,0,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,0,3,11,33,7
1247,2,1,40521.0,1,1,82,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,3,11,53,8
235,1,1,22212.0,1,0,49,5,9,20,6,8,21,2,2,0,4,6,0,0,0,0,0,0,3,11,46,8
561,2,0,81741.0,0,0,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,3,11,41,8
1993,2,0,94472.0,0,1,75,1017,33,417,108,100,16,1,5,5,5,5,0,1,1,0,0,0,3,11,63,7
1835,2,1,41580.0,1,1,15,56,5,24,4,0,3,3,2,1,3,5,0,0,0,0,0,0,3,11,43,9
1102,2,1,38508.0,1,0,95,120,19,206,25,19,54,6,7,2,5,8,0,0,0,0,0,0,3,11,35,8
479,2,1,41124.0,1,0,41,281,7,84,15,0,119,7,7,3,4,8,0,0,0,0,0,0,3,11,44,9
1325,3,1,72828.0,0,1,17,1205,0,235,19,14,205,6,6,3,13,7,0,0,0,0,0,0,3,11,59,8
1743,2,1,70321.0,0,0,6,303,23,751,82,26,191,1,6,5,13,4,0,0,0,0,0,0,3,11,74,8
1018,2,1,32300.0,1,0,1,13,3,6,6,5,6,1,1,0,3,8,0,0,0,0,0,0,3,11,48,8
277,3,1,77882.0,0,0,29,68,129,396,188,22,15,1,3,3,5,1,0,0,0,0,0,0,3,11,40,7
749,1,1,63564.0,0,0,0,769,80,252,15,34,65,1,10,10,7,6,1,0,0,0,0,0,3,11,67,7
2217,4,0,82032.0,0,0,54,332,194,377,149,125,57,0,4,6,7,1,0,0,0,0,0,0,3,11,73,7
2214,2,1,5305.0,0,1,12,12,4,7,1,3,5,0,1,0,0,13,0,0,0,0,0,0,3,11,45,8
982,3,0,33462.0,1,0,78,22,3,18,0,0,11,1,2,0,3,7,0,0,0,0,0,0,3,11,42,8
1259,2,1,76653.0,0,0,91,736,63,946,219,189,126,1,4,7,11,2,0,0,1,1,0,0,3,11,52,8
873,1,0,42395.0,1,1,35,48,13,57,24,15,25,4,3,1,4,7,0,0,0,0,0,0,3,11,40,7
553,2,1,22419.0,0,0,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,3,11,58,8
365,2,0,54803.0,0,1,65,404,0,92,28,27,142,2,6,2,9,4,0,0,0,0,0,0,3,11,52,9
2142,2,0,36997.0,1,1,72,43,4,12,8,0,27,5,2,1,4,5,0,0,0,0,0,0,3,11,53,8
1402,2,1,37716.0,0,1,4,97,1,41,6,2,41,2,4,1,3,7,0,0,0,0,0,0,3,11,68,7
453,1,1,70829.0,1,1,87,141,70,106,72,19,23,2,4,2,8,3,0,0,0,0,0,0,3,11,41,8
746,1,1,17003.0,1,0,37,2,5,12,4,8,7,3,2,0,4,5,0,0,0,0,0,0,3,11,46,8
558,1,1,15315.0,0,0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,3,11,51,8
1081,2,1,36715.0,1,0,16,172,10,125,21,13,16,6,7,2,4,9,0,0,0,0,0,0,3,11,50,9
381,2,1,19986.0,1,0,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,3,11,36,8
1883,3,0,62772.0,0,1,74,581,49,157,43,8,108,1,5,6,11,2,0,1,0,0,0,0,3,11,52,8
582,1,1,47821.0,1,1,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,3,11,54,8
1866,3,1,32889.0,1,1,78,28,0,13,4,2,8,3,2,1,3,5,0,0,0,0,0,0,3,11,53,8
1749,4,1,80360.0,0,0,56,1493,86,454,112,43,43,2,4,4,5,2,0,1,1,1,0,0,3,11,72,8
983,2,0,63693.0,0,1,63,587,43,337,42,87,54,3,11,6,9,6,0,0,0,0,0,0,3,11,43,8
1960,3,1,70053.0,0,1,38,512,53,98,81,179,89,3,8,5,10,5,0,0,0,0,0,0,3,11,56,8
991,1,1,24884.0,1,0,32,3,6,7,0,0,3,1,0,0,3,7,0,0,0,0,0,0,3,11,49,9
776,4,0,40760.0,0,1,64,70,0,17,0,0,6,2,2,1,3,6,0,0,0,0,0,0,3,11,56,8
655,2,0,153924.0,0,0,81,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,11,46,7
1275,2,1,66303.0,0,1,56,1090,12,96,16,12,60,4,3,4,11,8,0,1,0,0,0,0,3,11,50,8
341,2,0,41411.0,0,0,11,37,32,38,11,3,18,1,2,1,4,6,0,0,0,0,0,0,3,11,35,8
585,1,1,26850.0,1,1,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,3,11,50,7
1516,2,1,55759.0,0,1,84,675,0,85,10,7,77,5,10,3,8,8,0,0,0,0,0,0,3,11,59,9
1474,2,1,65148.0,0,1,9,460,35,422,33,12,153,2,6,6,7,4,0,0,0,0,0,0,3,11,63,9
2185,2,1,67716.0,0,1,8,530,142,217,62,9,56,4,7,4,13,5,0,1,0,0,0,0,3,11,61,8
424,4,1,93027.0,0,0,77,1285,42,716,55,0,21,0,7,10,5,2,0,0,1,0,0,0,3,11,80,8
208,2,1,44794.0,0,1,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,3,11,55,7
1191,3,0,67369.0,0,1,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,0,3,11,52,9
451,2,1,56796.0,0,1,24,656,38,161,62,47,37,3,8,9,7,7,0,0,0,0,0,0,3,11,52,8
1815,4,1,21840.0,1,0,80,17,0,9,0,0,1,1,1,0,3,9,0,0,0,0,0,0,3,11,38,8
1872,2,0,44503.0,1,1,83,31,1,8,0,0,8,2,2,0,3,6,0,0,0,0,0,0,3,11,49,7
2,2,1,71613.0,0,0,26,426,49,127,111,21,42,1,8,2,10,4,0,0,0,0,0,0,3,11,56,8
1459,4,1,38410.0,0,0,65,153,64,123,116,64,14,2,5,2,9,6,0,0,0,0,0,0,3,11,47,9
1540,2,1,31928.0,1,0,5,33,4,24,4,2,5,2,3,0,4,7,0,0,0,0,0,0,3,11,32,7
1854,4,0,82733.0,0,0,28,712,50,420,65,38,38,1,8,4,7,4,0,0,0,0,0,0,3,11,37,8
395,4,1,68682.0,0,0,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,3,11,30,8
702,2,0,71022.0,0,1,30,909,12,278,0,12,242,3,5,2,11,8,1,0,0,0,0,0,3,11,43,7
404,4,0,55521.0,1,2,11,416,0,26,0,0,4,9,6,3,6,7,0,1,0,0,0,0,3,11,66,8
905,2,0,85072.0,0,0,94,494,92,391,194,11,241,1,3,4,10,0,0,0,0,0,0,0,3,11,44,7
1594,4,0,52569.0,0,1,54,85,0,3,0,0,7,1,2,0,4,3,0,0,0,0,0,0,3,11,54,7
1002,1,1,56337.0,1,1,25,349,16,144,28,5,182,5,8,5,4,8,1,0,0,1,0,0,3,11,40,8
2000,2,0,24206.0,1,0,66,7,2,8,3,2,3,1,1,0,3,6,0,0,0,0,0,0,3,11,51,8
1943,2,1,72570.0,0,0,67,274,83,216,151,141,224,1,4,6,12,1,0,0,0,0,0,0,3,11,37,7
587,3,1,61794.0,0,1,74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,3,11,60,8
1711,3,1,77520.0,0,1,30,940,44,396,0,88,58,1,8,7,7,4,1,0,1,1,0,0,3,11,62,8
554,3,1,81698.0,0,0,4,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,0,3,11,72,8
836,3,0,49494.0,1,0,46,191,9,97,0,6,82,2,6,1,5,7,0,0,0,0,0,0,3,11,49,8
2104,0,1,14188.0,0,0,40,2,7,11,16,12,27,1,2,0,4,6,0,0,0,0,0,0,3,11,49,8
338,2,1,83003.0,0,0,18,856,61,570,40,25,122,1,7,6,8,3,0,0,1,0,0,0,3,11,56,8
841,2,1,40049.0,0,1,61,91,65,52,10,44,28,3,3,2,6,5,0,0,0,0,0,0,3,11,47,9
1565,2,0,47958.0,0,1,8,268,11,88,15,3,22,2,6,3,5,5,0,0,0,0,0,0,3,11,69,8
757,2,1,58512.0,0,1,25,895,10,101,13,0,152,5,3,4,8,8,0,0,0,0,0,0,3,11,57,8
1129,1,0,63998.0,0,0,42,176,29,818,0,33,112,1,7,6,11,4,0,0,0,0,0,0,3,11,69,8
2153,2,0,40590.0,1,1,30,154,0,50,6,11,37,5,3,4,3,6,1,0,0,0,0,0,3,11,52,8
1239,2,0,44213.0,1,1,48,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0,3,11,69,8
69,2,1,74854.0,1,2,90,856,59,487,58,29,73,7,2,5,5,5,0,0,0,0,0,0,3,11,51,8
1971,2,0,39062.0,1,0,28,23,0,9,0,0,12,1,1,0,3,4,1,0,0,0,0,0,3,11,38,7
1964,2,0,48877.0,0,1,27,102,1,15,2,0,24,1,3,0,4,7,0,0,0,0,0,0,3,11,55,7
9,4,1,5648.0,1,1,68,28,0,6,1,1,13,1,1,0,0,20,1,0,0,0,0,0,3,11,71,7
790,3,1,62847.0,0,0,45,521,168,706,80,76,61,1,3,6,4,2,0,0,0,0,0,0,3,11,76,8
1281,1,0,49118.0,0,0,90,620,54,239,99,98,119,2,9,7,10,7,0,1,0,0,1,0,3,11,50,9
719,2,0,45160.0,1,1,9,8,2,5,3,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,63,7
1977,4,0,38236.0,1,1,2,58,0,18,2,0,10,4,3,0,4,7,0,0,0,0,0,0,3,11,53,8
349,3,1,33181.0,1,0,90,9,0,3,0,0,4,1,1,0,2,6,1,0,0,0,0,0,3,11,45,7
1757,3,0,39763.0,1,0,9,80,1,60,4,6,16,2,5,1,2,9,0,0,0,0,0,0,3,11,50,8
1841,3,0,84953.0,0,0,73,167,48,602,63,72,72,1,3,10,4,2,0,1,1,1,0,0,3,11,68,8
816,2,1,30772.0,1,1,89,7,2,4,2,1,4,1,1,0,2,6,0,0,0,0,0,0,3,11,45,7
618,2,0,54162.0,1,1,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,3,11,43,8
524,2,1,25545.0,1,0,35,32,1,64,16,12,85,3,2,2,3,6,0,0,0,0,0,0,3,11,34,9
712,2,0,33249.0,1,0,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,3,11,46,8
226,2,1,51369.0,0,1,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,3,11,45,9
1438,2,1,42523.0,0,0,96,14,36,11,3,26,35,1,1,1,4,2,0,0,0,0,0,0,3,11,57,7
1255,4,1,55158.0,1,1,72,293,0,87,4,11,23,4,7,2,5,7,0,0,0,0,0,0,3,11,51,9
811,2,0,21359.0,1,0,1,12,2,17,6,1,10,2,2,0,3,8,0,0,0,0,0,0,3,11,49,8
252,2,0,102692.0,0,0,5,168,148,444,32,172,148,1,6,9,13,2,0,1,1,1,1,0,3,11,47,8
1125,2,0,39552.0,1,1,54,165,3,147,4,24,41,7,6,2,5,8,0,0,0,0,0,0,3,11,59,9
1983,3,1,58646.0,0,1,3,62,1,44,6,5,22,1,2,1,4,4,0,0,0,0,0,0,3,11,59,8
1526,4,0,82032.0,0,0,54,332,194,377,149,125,57,0,4,6,7,1,0,0,0,0,0,0,3,11,73,7
408,4,1,30351.0,1,0,19,14,0,24,3,3,2,1,3,0,2,9,0,0,0,0,0,0,3,11,47,8
1858,4,1,70116.0,0,0,73,707,44,603,95,58,29,1,2,8,12,1,0,0,0,0,0,0,3,11,49,8
2194,2,1,73803.0,0,1,61,833,80,363,52,26,174,2,9,5,6,6,1,0,0,0,0,0,3,11,64,9
247,2,1,75027.0,0,1,74,925,64,179,133,12,77,2,9,4,6,5,0,0,0,0,0,0,3,11,68,8
527,3,1,50353.0,0,0,72,141,15,153,67,31,35,1,4,4,6,3,0,0,0,0,0,0,3,11,44,7
1194,3,1,43641.0,1,1,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,3,11,52,8
659,4,0,46734.0,1,2,86,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,3,11,55,8
379,2,0,30822.0,1,0,92,3,9,13,2,12,12,1,1,0,3,7,0,0,0,0,0,0,3,11,52,8
1365,3,0,75154.0,0,1,79,543,10,205,160,143,82,1,6,3,6,3,0,0,0,0,0,0,3,11,63,9
556,4,0,54880.0,1,0,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,3,11,43,8
2221,3,0,75777.0,0,0,12,712,26,538,69,13,80,1,3,6,11,1,0,1,1,0,0,0,3,11,39,8
1528,4,0,74004.0,0,0,5,784,48,560,42,176,48,1,4,6,4,3,0,0,1,1,0,0,3,11,34,7
31,3,1,38620.0,0,0,56,112,17,44,34,22,89,1,2,5,3,3,0,0,0,0,0,0,3,11,58,8
1705,4,1,38175.0,1,0,6,70,6,69,2,3,3,3,3,1,4,7,0,0,0,0,0,0,3,11,37,8
985,4,1,65352.0,0,1,43,284,3,84,4,7,23,2,4,2,8,4,0,0,0,0,0,0,3,11,47,8
178,2,1,38285.0,2,1,96,2,0,5,2,0,1,1,0,0,3,2,0,0,0,0,0,0,3,11,62,7
1767,2,1,71853.0,0,0,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,3,11,39,8
1795,3,1,28520.0,1,1,55,11,0,10,0,2,20,1,1,1,2,6,0,0,0,0,0,0,3,11,61,8
369,4,0,52614.0,0,1,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,3,11,46,9
1952,2,0,80872.0,0,0,60,483,72,567,94,12,108,1,4,4,10,1,0,0,0,0,0,0,3,11,70,7
120,3,1,56129.0,0,1,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,3,11,68,8
551,2,0,21474.0,1,0,0,6,16,24,11,0,34,2,3,1,2,7,1,0,0,0,0,0,3,11,32,7
1941,2,1,28320.0,0,1,68,19,1,14,3,2,4,1,1,0,3,8,0,0,0,0,0,0,3,11,71,8
574,3,1,36959.0,1,0,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,3,11,40,8
1472,2,0,34704.0,0,1,65,29,0,5,0,1,5,1,1,0,3,5,0,0,0,0,0,0,3,11,55,8
559,2,1,87771.0,0,1,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,3,11,62,8
433,2,1,75236.0,0,1,27,438,66,400,12,38,114,1,8,3,13,4,0,0,0,0,0,0,3,11,57,8
1929,3,1,62694.0,1,1,29,379,6,157,25,91,91,5,9,3,7,7,0,0,0,0,0,0,3,11,56,8
1831,2,1,44911.0,0,1,11,159,0,22,2,1,31,3,4,1,4,7,0,0,0,0,0,0,3,11,62,8
1173,3,1,66726.0,1,1,61,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,3,11,64,7
1228,3,1,54730.0,0,1,64,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,3,11,46,8
1354,2,1,69109.0,0,0,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,3,11,39,9
1935,1,1,34984.0,1,1,40,8,4,15,3,5,3,2,1,0,3,7,0,0,0,0,0,0,3,11,46,9
1843,3,1,68148.0,0,0,86,389,66,408,37,57,85,1,4,4,6,2,0,0,0,0,0,0,3,11,64,8
1328,3,0,6560.0,0,0,2,67,11,26,4,3,262,0,1,0,1,17,0,0,0,0,0,0,3,11,39,8
705,2,1,71952.0,1,0,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,3,11,35,8
970,2,1,84219.0,0,0,27,434,137,400,45,137,45,1,3,4,10,1,0,0,0,0,0,0,3,11,33,7
2048,2,0,76467.0,1,0,44,676,161,426,210,44,58,2,2,5,5,6,0,0,0,0,0,0,3,11,51,9
1269,1,0,85485.0,0,0,73,630,26,611,44,18,54,1,6,6,6,2,0,0,0,0,0,0,3,11,63,7
1675,1,1,20193.0,0,0,18,8,8,22,24,11,9,1,1,1,4,4,0,0,0,0,0,0,3,11,30,9
693,0,1,13084.0,0,0,29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,3,11,69,8
1330,2,1,27244.0,1,0,84,6,5,17,3,24,46,2,2,2,2,7,0,0,0,0,0,0,3,11,42,7
2019,2,1,30261.0,1,2,75,8,0,5,0,3,6,1,0,0,3,8,0,0,0,0,0,0,3,11,49,9
1975,2,1,4428.0,0,1,0,16,4,12,2,4,321,0,25,0,0,1,0,0,0,0,0,0,3,11,52,8
1370,2,0,57338.0,0,1,96,143,6,52,11,8,17,2,4,1,5,5,0,0,0,0,0,0,3,11,46,7
1408,2,1,57045.0,0,1,40,296,13,104,11,13,17,3,4,2,9,3,0,0,0,0,0,0,3,11,71,9
1824,1,1,52513.0,0,0,84,367,17,241,104,188,232,2,9,5,9,7,0,0,0,0,0,0,3,11,43,9
1937,4,0,54356.0,0,1,62,710,15,30,20,0,0,3,11,2,8,8,0,0,0,0,0,0,3,11,72,9
1773,4,1,85431.0,0,0,54,376,53,462,168,53,53,1,2,7,7,0,0,0,0,0,0,0,3,11,69,8
2041,2,0,83273.0,1,2,98,433,89,650,16,102,102,10,4,6,9,7,0,0,0,0,0,0,3,11,51,9
1998,4,1,32644.0,1,0,38,239,3,141,0,7,23,4,7,1,6,8,1,0,0,0,0,0,3,11,48,8
291,2,1,38361.0,1,0,74,39,0,56,20,8,14,3,3,1,3,7,0,0,0,0,0,0,3,11,52,8
598,1,1,26224.0,1,0,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,3,11,43,8
327,2,1,27255.0,1,0,3,22,1,11,0,1,2,1,1,0,3,7,0,0,0,0,0,0,3,11,37,8
1666,4,1,63246.0,0,2,60,593,30,91,29,22,7,1,6,3,12,4,0,0,0,0,0,0,3,11,54,8
1513,2,1,79529.0,0,0,1,423,42,706,73,197,197,1,4,8,9,2,0,0,0,0,0,0,3,11,35,7
418,2,0,91065.0,0,0,33,822,114,108,179,137,114,1,7,9,9,3,0,0,1,1,0,0,3,11,40,8
1498,2,1,71706.0,0,1,16,931,56,253,91,98,14,4,9,5,7,5,0,0,0,0,0,0,3,11,62,9
1105,4,0,76045.0,0,0,78,760,53,400,17,93,0,1,4,5,11,2,0,0,0,1,0,0,3,11,61,8
1095,2,0,61825.0,0,1,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,3,11,42,8
1449,1,1,69401.0,0,1,41,399,27,159,58,8,39,4,4,4,5,2,0,0,0,0,0,0,3,11,48,7
1079,4,1,41014.0,1,0,65,7,2,6,2,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,43,8
2116,1,1,27733.0,1,0,16,0,7,5,26,2,17,2,2,0,3,7,0,0,0,0,0,0,3,11,40,8
619,3,1,30522.0,0,1,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,3,11,61,9
1780,0,0,20194.0,1,0,64,0,4,7,11,10,15,2,2,0,3,6,0,0,0,0,0,0,3,11,42,9
1398,3,0,63841.0,0,1,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,3,11,53,8
1855,3,0,74290.0,0,1,70,1121,0,72,0,12,12,4,10,8,10,6,0,1,0,1,0,0,3,11,50,8
593,2,1,33178.0,1,0,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,3,11,44,7
1086,2,0,24163.0,1,1,3,4,1,7,2,1,2,2,1,0,3,4,0,0,0,0,0,0,3,11,51,8
1246,0,0,7500.0,1,0,63,10,17,18,8,26,40,4,3,2,2,9,0,0,0,0,0,0,3,11,29,9
1478,3,0,41020.0,0,0,68,112,1,54,7,7,36,1,3,2,4,3,0,0,0,0,0,0,3,11,34,8
376,2,0,22585.0,0,0,23,3,9,15,13,2,39,1,1,1,2,9,1,0,0,0,0,0,3,11,51,8
2108,3,1,48150.0,0,1,24,173,2,39,3,2,47,3,5,1,4,7,0,0,0,0,0,0,3,11,72,8
2161,2,1,62994.0,1,0,74,224,12,48,4,12,12,1,6,2,4,6,0,0,0,0,0,0,3,11,41,7
132,2,1,73448.0,0,0,10,236,106,189,23,41,130,1,7,2,9,4,0,0,0,0,0,0,3,11,52,7
1493,2,1,57867.0,1,0,48,344,35,178,15,23,17,7,7,2,9,6,0,0,0,0,0,0,3,11,43,8
86,3,1,36138.0,1,1,48,130,0,16,0,0,5,5,3,1,4,7,0,1,0,0,0,0,3,11,51,8
1288,3,1,83151.0,0,0,80,968,147,842,137,42,210,1,5,7,10,2,1,0,1,1,0,0,3,11,49,8
1322,2,1,77382.0,0,1,36,491,48,231,112,105,134,2,5,7,12,1,0,0,1,0,0,0,3,11,53,7
355,2,0,38643.0,1,1,45,22,2,14,0,1,10,2,2,0,3,7,0,0,0,0,0,1,3,11,43,8
442,2,1,18100.0,0,0,14,3,1,2,4,3,1,1,0,0,3,5,0,0,0,0,0,0,3,11,75,8
155,2,1,69372.0,0,0,10,997,26,269,34,13,42,1,10,4,6,4,0,1,1,0,0,0,3,11,72,8
652,2,1,67445.0,0,1,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,3,11,47,9
2070,2,1,54591.0,0,1,63,376,4,94,12,9,24,3,6,2,8,5,0,0,0,0,0,0,3,11,72,8
1870,4,0,26642.0,1,0,71,13,2,15,2,2,8,2,2,0,3,6,0,0,0,0,0,0,3,11,54,7
1027,0,0,15038.0,1,0,93,4,8,11,19,12,26,2,2,1,2,9,0,0,0,0,0,0,3,11,34,8
1926,4,1,55212.0,0,1,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,3,11,52,9
1009,4,0,36736.0,1,1,52,10,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,3,11,58,8
1446,1,1,78041.0,0,0,93,482,35,553,72,160,17,1,4,4,9,2,0,0,0,0,0,0,3,11,50,9
448,2,1,24027.0,1,0,7,14,7,11,11,0,5,2,2,0,3,8,0,0,0,0,0,0,3,11,45,8
106,2,1,49096.0,1,1,15,144,1,32,2,1,7,4,4,1,4,7,0,0,0,0,0,0,3,11,57,8
1635,4,1,59821.0,0,1,11,629,0,70,0,0,35,6,11,2,7,8,0,0,0,0,0,0,3,11,66,8
98,1,1,78497.0,0,0,44,207,26,447,75,0,223,1,5,7,12,2,0,0,0,1,0,0,3,11,70,8
2088,2,0,30828.0,1,0,16,16,11,15,2,0,12,2,1,1,4,3,0,0,0,0,0,0,3,11,41,8
759,4,1,38829.0,0,1,86,76,0,7,0,0,16,1,3,2,2,5,0,0,0,0,0,0,3,11,62,7
1153,2,1,83145.0,0,0,14,777,35,731,39,137,114,1,5,9,11,2,0,0,1,0,0,0,3,11,47,9
956,2,1,59754.0,0,1,96,115,27,44,4,146,139,3,5,2,6,5,0,0,0,0,0,0,3,11,56,9
1077,1,1,26907.0,1,1,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,3,11,45,8
1805,2,1,53977.0,0,1,21,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,3,11,63,8
2137,2,0,20587.0,1,0,39,2,3,6,4,1,9,1,1,1,2,7,0,0,0,0,0,0,3,11,51,7
1618,2,1,69139.0,0,1,23,86,12,75,33,15,6,1,4,1,5,4,0,0,0,0,0,0,3,11,56,7
15,4,0,82800.0,0,0,23,1006,22,115,59,68,45,1,7,6,12,3,0,0,1,1,0,0,3,11,75,9
463,2,1,80124.0,0,0,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,3,11,58,7
1442,2,1,21645.0,1,0,75,14,0,23,4,5,19,3,3,0,3,9,0,0,0,0,0,0,3,11,42,9
1371,1,1,50523.0,1,1,89,51,4,24,4,7,1,2,2,0,4,6,0,0,0,0,0,0,3,11,61,8
732,2,1,66373.0,1,1,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,3,11,43,8
1567,2,1,75315.0,0,1,14,459,15,171,142,23,31,2,5,4,12,2,0,0,0,0,0,0,3,11,67,7
1367,2,1,37971.0,1,0,97,5,4,10,2,2,7,1,1,0,3,8,0,0,0,0,0,0,3,11,48,8
999,2,0,46086.0,0,1,34,244,8,32,7,2,50,4,3,1,8,4,0,0,0,0,0,0,3,11,65,8
709,3,1,35178.0,1,0,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,3,11,50,8
1715,2,1,35196.0,1,0,68,75,12,141,43,39,187,6,6,1,5,8,0,0,0,0,0,0,3,11,37,9
669,1,1,54690.0,1,1,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,3,11,50,8
761,2,0,79146.0,1,1,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,3,11,54,7
608,0,1,30801.0,0,1,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,3,11,46,9
2106,3,1,58646.0,0,1,3,62,1,44,6,5,22,1,2,1,4,4,0,0,0,0,0,0,3,11,59,8
1394,4,1,29791.0,1,0,21,14,0,6,0,0,0,2,2,0,3,5,0,0,0,0,0,0,3,11,49,7
1419,2,1,24639.0,1,1,3,20,3,16,0,4,1,3,2,0,4,6,0,0,0,0,0,0,3,11,48,7
2151,2,1,69209.0,0,0,4,496,32,849,229,48,128,2,5,3,6,4,0,0,0,1,0,0,3,11,49,9
1013,3,1,34053.0,0,1,14,63,0,21,7,0,12,1,3,0,3,8,0,0,0,0,0,0,3,11,53,9
342,4,1,55212.0,0,1,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,3,11,52,9
2007,2,0,41638.0,0,1,68,315,0,31,4,0,91,4,5,5,3,8,1,0,0,0,0,0,3,11,57,8
482,2,0,32233.0,1,0,26,138,15,35,25,11,72,2,6,2,2,9,1,0,0,0,0,0,3,11,47,9
1680,2,1,70440.0,0,0,49,690,117,499,76,102,88,1,5,10,7,3,0,0,0,1,0,0,3,11,43,8
1908,2,1,35701.0,0,0,36,21,1,9,7,3,5,1,1,0,3,6,0,0,0,0,0,0,3,11,62,8
1057,4,1,53312.0,0,0,32,241,0,12,0,0,25,1,5,1,5,7,0,0,0,0,0,0,3,11,70,8
1973,2,1,40794.0,0,1,18,261,23,73,4,23,50,2,6,3,5,7,0,0,0,0,0,0,3,11,46,8
1372,3,0,35791.0,2,1,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,3,11,56,8
576,2,1,51287.0,1,1,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,3,11,53,7
838,1,0,45889.0,0,1,42,31,0,6,0,1,8,1,1,0,3,6,0,0,0,0,0,0,3,11,41,8
